part_id,part_code,part_name,vietnamese_name,korean_name,spec,unit,category,status,min_stock,description,created_at,created_by,updated_at
09a63d10-cdda-4045-b51a-530566b69f68,MT218.1,FITTING T6 (6-M8-6),FITTING T6 (6-M8-6),피팅 T6(6-M8-6),D6,EA,THIẾT BỊ CƠ KHÍ,NEW,10,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
0a0368af-2ff4-4783-bb20-d0aa0729a517,MT200.1,CÔN THÉP,CÔN THÉP,콘테프,1/3/4'',EA,THIẾT BỊ CƠ KHÍ,NEW,2,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
0a88285e-f84e-4776-b8bf-e55195a78030,MT130,RELAY MT-32,RƠ LE NHIỆT  MT-32,릴레이 MT-32,,EA,THIẾT BỊ ĐIỆN,NEW,5,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
0ae1684c-2650-4f13-8045-fa96174dc958,TR101.4,CẢM BIẾN TIẾP NHẬN LASER센스 부품,CẢM BIẾN TIẾP NHẬN LASER,센스 부품,-,EA,SENSOR,NEW,,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
0af64ff7-9ef6-4ec3-9b51-2a6dee71e7fb,TR102.7,사출부품ĐẦU PHUN NHỰA,ĐẦU PHUN NHỰA,"심사부품 ",-,EA,THIẾT BỊ CƠ KHÍ,NEW,,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
0b6cad77-bd02-4954-b65d-a7a686c96f7a,MT016.2,DV4220 VALVE (OLD),VAN ĐIỆN TỪ DV4220 CŨ,DV4220 밸브(구형),TPC/DV4220P-5H-02,EA,THIẾT BỊ ĐIỆN,OLD,0,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
0bbad436-a2a2-49f3-908d-73ae4e2eec3f,TR119.2,GIOANG BƠM(TRI 배관가스켓) Ø34MM,GIOANG BƠM Ø34MM,TRI 배관 가스켓 Ø34MM,Ø34MM,EA,THIẾT BỊ CƠ KHÍ,REPAIR,,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
0c2c6714-1dba-4389-a249-b7b0d7ea6164,MT048,COVER X (OLD),COVER X CŨ,표지 X(구형),A290-6094-V001#X5R,EA,THIẾT BỊ CƠ KHÍ,OLD,0,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
0c2df635-8519-4bd9-8eff-1b3fbcafd3e1,TR112,방진복(파란색) ÁO BẢO HỘ,ÁO BẢO HỘ,방진복(파란색),-,EA,KHÁC,REPAIR,,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
0caa5184-e614-4f03-80d3-033a8fa5810b,TR021.2,세척기 롤러 CON LĂN ĐẨY HÀNG (NHỎ),CON LĂN ĐẨY HÀNG (NHỎ),내장 롤러,소,EA,THIẾT BỊ CƠ KHÍ,NEW,,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
0cf6c5b7-07e3-47e2-b2fe-4c1d9c4b83ed,MT231,X COVER LEFT (OLD),COVER X TRÁI CŨ,X 표지 왼쪽,,EA,THIẾT BỊ CƠ KHÍ,OLD,0,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
0d046dda-1c17-49bb-b09b-c00523f4514c,MT272,[BEARING] SPINDLE GMS 6008 (VÒNG BI SPINDLE),"VÒNG BI SPINDLE GMS 6008 ",[베어링] 스핀들 GMS 6008,HYKH6008 2RZ,SET,BEARING,NEW,10,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
0d08abe8-7ee7-40b5-a3d8-2e73bd45bcb7,TR019,진공포장기 MÁY ĐÓNG GÓI,MÁY ĐÓNG GÓI,진공포장기,INRISE,EA,THIẾT BỊ ĐIỆN,NEW,,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
0d299c2e-abe8-454a-bc24-49006cd5e94f,TR050.2,금형 부품(상치 볼트) ĐÀU PHUN,ĐẦU PHUN,"금형 부품(상치 볼트) ",5006,EA,THIẾT BỊ CƠ KHÍ,NEW,,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
0d440727-8d80-47df-bb8e-60f5ffcfcde5,MT181.1,TEM VANCUUM,TEM VANCUUM,템 진공,,EA,KHÁC,NEW,200,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
0d554050-5bc8-4184-928f-d7c4d578af0b,MT215.1,FITTING NỐI NHANH Ø12,FITTING NỐI NHANH Ø12,피팅 Ø12,D12,SET,THIẾT BỊ CƠ KHÍ,NEW,10,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
0e0c8c46-4b6f-4384-b92f-d97094b6524a,MT090,KEO SILICOL,KEO SILICOL,케오실리콜,A500,EA,KHÁC,NEW,20,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
0e4001d7-c8fa-4f6c-8c41-1e7dea808f39,MT105,BÌNH XỊT VÀNG,BÌNH XỊT VÀNG,,,EA,KHÁC,NEW,5,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
0ed4982d-feb2-4873-b915-8e185e80791e,TR010,디버링 메디아공급 HOSE ỐNG KHÍ THỔI CÁT," HOSE ỐNG KHÍ THỔI CÁT","디버링 메디아 공급 ",9.5MM,EA,THIẾT BỊ CƠ KHÍ,NEW,,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
0f23d1b4-92f5-4798-9711-05cc26aea56b,MT216.1,FITTING NỐI NHANH Ø10,FITTING NỐI NHANH Ø10,피팅 Ø10,D10,SET,THIẾT BỊ CƠ KHÍ,NEW,10,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
0f3b4c06-3ccb-4622-a0ff-2cd1cc19b84d,TR024.1,냉각펜 QUẠT TỦ ĐIỆN,QUẠT TỦ ĐIỆN,냉각펜,DP200A P/N2123HSL,EA,THIẾT BỊ LÀM MÁT,NEW,,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
0f5163a3-3a34-4824-be56-03d3118e6b62,MT141.3,ĐẦU COS ĐIỆN Y VÀNG,ĐẦU COS ĐIỆN Y VÀNG,,,EA,THIẾT BỊ ĐIỆN,NEW,100,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
0f5dbacc-ef64-4a65-a235-9ae468d33ce9,MT064.2,BULONG M10x43,BULONG M10x43,불롱 M10x43,M10x43mm,EA,THIẾT BỊ CƠ KHÍ,NEW,100,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
0f8fa7de-a1e6-4c42-b36f-a5faea615155,MT164,MÁY MÀI HƠI (OLD),MÁY MÀI HƠI CŨ,마이 무이 호이,MG-40,EA,THIẾT BỊ CƠ KHÍ,OLD,5,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
0fb4c1da-2ef6-47bf-b5a0-fa5d27de0723,TR037,디버링 노즐 거치대 TAY ĐỠ SÚNG PHUN MEDIA,TAY ĐỠ SÚNG PHUN MEDIA,디버링 나비 거치대,BLOCK,SET,THIẾT BỊ CƠ KHÍ,NEW,,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
0fb784ea-93af-439d-82d3-e24ecd2bbefb,TR054.2,온도유지전등 BÓNG ĐÈN,BÓNG ĐÈN,온도유지전등,150W,EA,THIẾT BỊ ĐIỆN,NEW,,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
0fe74ad9-0e75-488f-8a1d-50d72781aac8,MT144,DDR POWER CABLE,CÁP NGUỒN TRỤC DDR,DDR 전원 케이블,,EA,DDR/ DDRT,NEW,8,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
1094521b-9cf5-4079-8595-1bea99588d86,MT050,OIL PUMP MOTOR CNC_A (OLD),MOTOR BƠM DẦU CNC_A CŨ,오일펌프 모터 CNC_A,,EA,MOTOR,OLD,0,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
1094e34c-1999-4d94-bc15-d2e4c6d0d178,TR087.4,세척기 배관부품ㄱ자 엘보 Ø34 CUT CONG KẼM Ø34,CUT CONG KẼM Ø34,조각부품 ㄱ자 엘보 Ø34 CUT,Ø34,EA,THIẾT BỊ CƠ KHÍ,NEW,,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
1160d4ce-0cd6-414f-a72d-ed50aef1a09b,MT178.7,MŨI TÊN CHỈ DẪN TRÒN NHỎ,MŨI TÊN CHỈ DẪN TRÒN NHỎ,,,EA,KHÁC,NEW,200,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
121133ce-438b-4fc8-af58-985c91a81dce,MT056.8,VALVE 68 OIL 5 PORT,VAN CHIA DẦU 5 ĐẦU,밸브 68 오일 5 포트,5 PORT,EA,THIẾT BỊ CƠ KHÍ,NEW,5,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
122af720-1272-4c31-a54f-d4630bae5b0f,MT051.2,REAR COVER 68 OIL TANK (OLD),BÌNH DẦU 68 CŨ,후면 커버 68 오일 탱크,,EA,THIẾT BỊ CƠ KHÍ,OLD,0,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
1246e353-b842-4922-8ae7-a07498896eb1,MT235,BALL SCREW Y ( OLD),BALL SCREW Y CŨ,볼 스크류 Y(구형),,EA,THIẾT BỊ CƠ KHÍ,OLD,0,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
124c9aef-dc45-47f3-ac31-64c886100875,MT026.4,XY COUPLINK,COUPLINK XY,XY 커플링크,,EA,MOTOR,NEW,3,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
12e47b50-260b-4a17-b0e1-d4143ba16f70,MT046.1,STELL BALL 3.965,BI 3.965,스텔볼 3.965,3.965mm,EA,BEARING,NEW,1000,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
12f93c60-a25f-4c4b-b468-9326ec2f8d22,MT201,"KHỚP NỐI I,L","KHỚP NỐI I,L",,,EA,THIẾT BỊ CƠ KHÍ,OLD,10,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
13427886-b86f-4d96-9ebe-2463ccc79492,MT075,BELT OIL SKIMMER,DÂY CUROA OILSKIMMER,벨트 오일 스키머(신품),PU 345-L-25mm,EA,THIẾT BỊ CƠ KHÍ,NEW,15,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
13807a5d-af45-4b21-bae1-115bb034517c,TR087.11,VAN ĐIỆN TỪ DEBURRING밸브,VAN ĐIỆN TỪ DEBURRING,디버링 밸브,-,EA,THIẾT BỊ ĐIỆN,NEW,,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
13db09dd-543c-46b3-970d-bc6bea34c242,MT035,BÌNH XỊT 3M5W,BÌNH XỊT 3M5W,,,EA,KHÁC,NEW,10,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
13e93dae-1aee-42e3-b567-aa17f06ad8a8,TR058.1,케이블 타이 DÂY RÚT NHỰA TRẮNG,DÂY RÚT NHỰA TRẮNG 200MM,케이블 타이 200MM,200MM,EA,KHÁC,NEW,,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
1417a9a3-582d-4da2-aad6-9aa8f61dc33a,MT184,BỘ KHÓA CỬA,BỘ KHÓA CỬA,,,SET,KHÁC,NEW,2,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
1479b9c5-66c0-4f56-b99a-172959374dfe,MT055.4,CHÂN ĐẾ BẢNG NHỰA M4,CHÂN ĐẾ BẢNG NHỰA M4,찬 다 방M4,M4x20mm,EA,KHÁC,NEW,50,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
14a7f20c-6c97-48d3-87b8-88f5375ae94a,TR102.2,사출부품VÒNG NHIỆT Ø40,VÒNG NHIỆT Ø40,심사부품  Ø40,Ø40,EA,THIẾT BỊ CƠ KHÍ,NEW,,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
14c1e19f-f0a9-48fb-a226-aeda9b3c6df1,MT043,TOOL SENSOR,CẢM BIẾN DỤNG CỤ,공구 센서,,EA,THIẾT BỊ CƠ KHÍ,NEW,20,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
14c9df89-abc1-450e-acd7-41590e0ccc55,MT039.3,SPINDLE MOTOR GEAR,BÁNH RĂNG SPINDLE MOTOR,스핀들 모터 기어(신규),,EA,THIẾT BỊ CƠ KHÍ,NEW,2,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
15152ede-ada6-4fe1-b856-c30662574510,MT014,AIR REGUALATION SPINDLE R1000,BỘ ĐIỀU ÁP KHÍ SPINDLE,공기 조절 스핀들 R1000(새 EA),CKD/R1000-8-W,EA,AIR PRESSURE SYSTEM,NEW,10,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
15296d9c-9c99-42d1-addb-420d06cc9803,MT162.1,MÁY BALANCER(OLD),MÁY BALANCER CŨ,메이 밸런서(구형),SB7706,EA,THIẾT BỊ ĐO,OLD,1,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
153b936e-09c4-4012-96ee-46108eae47e8,MT016.4,SY5240 VALVE (OLD),VAN ĐIỆN TỪ SY5240 CŨ,SY5240 밸브(구형),SMC/SY5240R-5L0Z-02,EA,THIẾT BỊ ĐIỆN,OLD,0,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
15703a74-b050-4083-86d6-e2ed377dfddc,MT182.6,MŨI TÊN CHỈ DẪN VÀNG,MŨI TÊN CHỈ DẪN VÀNG,,,EA,KHÁC,NEW,200,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
1602fd3b-beb0-4af5-b646-4285424effdd,TR040.1,메인체인부품(링) ỐNG LỒNG,ỐNG LỒNG,메인체인부품(링),Ø 10MM,EA,THIẾT BỊ CƠ KHÍ,NEW,,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
16061c1b-a27d-46de-8b10-ede9d7b67bbf,TR120.2,컨베이어 롤러 CON LĂN NHỰA,CON LĂN NHỰA,압축기 롤러,Ø27MM,EA,THIẾT BỊ CƠ KHÍ,REPAIR,,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
173c997e-3d9e-4b39-928b-0130e913e6eb,TR124.2,에어호스 DÂY KHÍ Ø8MM,DÂY KHÍ Ø8MM,에어호스 Ø8MM,Ø8MM,M,THIẾT BỊ CƠ KHÍ,NEW,,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
17481142-ac1a-4b13-9eb2-7fe83ba448be,TR125.3,케리어 인버터용 펜 BIẾN TẦN,"BIẾN TẦN ",케리어 인버터용 펜,,EA,THIẾT BỊ ĐIỆN,NEW,,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
177ea90c-a08c-4e98-ac99-7423de92e9fc,MT286,NC4 Laser Tx&Rx (REPAIR),NC4 Laser Tx&Rx SỬA CHỮA,NC4 레이저 Tx&Rx,Tx&Rx,SET,LASER,REPAIR,0,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
17acc156-8134-41c7-9409-c93d50023ae2,MT241.2,PCB MAIN IO NG,PCB MAIN IO NG,PCB 메인 IO,,EA,PCB,NG,0,,2025-05-10 07:50:02.611956+00,,2025-05-10 07:50:02.611956+00
